Algorithm,Size,Cycle,Time,Memory
RUNNING,1000000,0,0.20,16672
REVERSE,1000000,0,0.17,16652
POINTSELF,1000000,0,0.43,48544
RUNNING,1000000,0,0.20,16656
REVERSE,1000000,0,0.18,16652
POINTSELF,1000000,0,0.43,48544
RUNNING,1000000,0,0.17,16660
REVERSE,1000000,0,0.18,16660
POINTSELF,1000000,0,0.42,48536
RUNNING,1000000,0,0.17,16656
REVERSE,1000000,0,0.17,16656
POINTSELF,1000000,0,0.42,48548
RUNNING,1000000,0,0.17,16648
REVERSE,1000000,0,0.17,16652
POINTSELF,1000000,0,0.44,48540
RUNNING,1000000,100000,0.17,16656
REVERSE,1000000,100000,0.19,16656
POINTSELF,1000000,100000,0.46,48564
RUNNING,1000000,100000,0.18,16660
REVERSE,1000000,100000,0.18,16664
POINTSELF,1000000,100000,0.43,48536
RUNNING,1000000,100000,0.17,16656
REVERSE,1000000,100000,0.19,16656
POINTSELF,1000000,100000,0.46,48564
RUNNING,1000000,100000,0.17,16652
REVERSE,1000000,100000,0.19,16652
POINTSELF,1000000,100000,0.44,48552
RUNNING,1000000,100000,0.18,16652
REVERSE,1000000,100000,0.19,16652
POINTSELF,1000000,100000,0.43,48540
RUNNING,1000000,200000,0.17,16660
REVERSE,1000000,200000,0.18,16656
POINTSELF,1000000,200000,0.44,48540
RUNNING,1000000,200000,0.21,16656
REVERSE,1000000,200000,0.20,16660
POINTSELF,1000000,200000,0.56,48544
RUNNING,1000000,200000,0.42,16668
REVERSE,1000000,200000,0.24,16656
POINTSELF,1000000,200000,0.68,48548
RUNNING,1000000,200000,0.24,16660
REVERSE,1000000,200000,0.22,16644
POINTSELF,1000000,200000,0.52,48540
RUNNING,1000000,200000,0.28,16664
REVERSE,1000000,200000,0.18,16656
POINTSELF,1000000,200000,0.44,48548
RUNNING,1000000,300000,0.18,16656
REVERSE,1000000,300000,0.18,16660
POINTSELF,1000000,300000,0.46,48552
RUNNING,1000000,300000,0.18,16664
REVERSE,1000000,300000,0.19,16664
POINTSELF,1000000,300000,0.45,48544
RUNNING,1000000,300000,0.17,16648
REVERSE,1000000,300000,0.18,16652
POINTSELF,1000000,300000,0.45,48544
RUNNING,1000000,300000,0.18,16664
REVERSE,1000000,300000,0.18,16652
POINTSELF,1000000,300000,0.52,48548
RUNNING,1000000,300000,0.19,16648
REVERSE,1000000,300000,0.20,16656
POINTSELF,1000000,300000,0.45,48560
RUNNING,1000000,400000,0.19,16656
REVERSE,1000000,400000,0.20,16668
POINTSELF,1000000,400000,0.44,48552
RUNNING,1000000,400000,0.17,16660
REVERSE,1000000,400000,0.19,16656
POINTSELF,1000000,400000,0.44,48552
RUNNING,1000000,400000,0.17,16648
REVERSE,1000000,400000,0.19,16660
POINTSELF,1000000,400000,0.50,48536
RUNNING,1000000,400000,0.18,16660
REVERSE,1000000,400000,0.19,16648
POINTSELF,1000000,400000,0.54,48548
RUNNING,1000000,400000,0.18,16652
REVERSE,1000000,400000,0.24,16660
POINTSELF,1000000,400000,0.48,48560
RUNNING,1000000,500000,0.17,16648
REVERSE,1000000,500000,0.21,16656
POINTSELF,1000000,500000,0.45,48548
RUNNING,1000000,500000,0.17,16660
REVERSE,1000000,500000,0.18,16656
POINTSELF,1000000,500000,0.42,48552
RUNNING,1000000,500000,0.17,16668
REVERSE,1000000,500000,0.19,16664
POINTSELF,1000000,500000,0.44,48552
RUNNING,1000000,500000,0.19,16652
REVERSE,1000000,500000,0.26,16656
POINTSELF,1000000,500000,0.45,48544
RUNNING,1000000,500000,0.18,16656
REVERSE,1000000,500000,0.19,16660
POINTSELF,1000000,500000,0.44,48552
RUNNING,1000000,600000,0.17,16652
REVERSE,1000000,600000,0.19,16652
POINTSELF,1000000,600000,0.47,48540
RUNNING,1000000,600000,0.17,16656
REVERSE,1000000,600000,0.19,16660
POINTSELF,1000000,600000,0.44,48552
RUNNING,1000000,600000,0.17,16648
REVERSE,1000000,600000,0.18,16664
POINTSELF,1000000,600000,0.48,48556
RUNNING,1000000,600000,0.18,16660
REVERSE,1000000,600000,0.18,16660
POINTSELF,1000000,600000,0.43,48552
RUNNING,1000000,600000,0.17,16652
REVERSE,1000000,600000,0.20,16652
POINTSELF,1000000,600000,0.45,48556
RUNNING,1000000,700000,0.17,16656
REVERSE,1000000,700000,0.18,16660
POINTSELF,1000000,700000,0.43,48548
RUNNING,1000000,700000,0.17,16660
REVERSE,1000000,700000,0.18,16660
POINTSELF,1000000,700000,0.43,48552
RUNNING,1000000,700000,0.17,16652
REVERSE,1000000,700000,0.18,16652
POINTSELF,1000000,700000,0.43,48556
RUNNING,1000000,700000,0.17,16652
REVERSE,1000000,700000,0.18,16660
POINTSELF,1000000,700000,0.43,48548
RUNNING,1000000,700000,0.17,16652
REVERSE,1000000,700000,0.18,16656
POINTSELF,1000000,700000,0.44,48556
RUNNING,1000000,800000,0.19,16656
REVERSE,1000000,800000,0.17,16660
POINTSELF,1000000,800000,0.43,48536
RUNNING,1000000,800000,0.18,16660
REVERSE,1000000,800000,0.18,16656
POINTSELF,1000000,800000,0.44,48564
RUNNING,1000000,800000,0.17,16652
REVERSE,1000000,800000,0.18,16660
POINTSELF,1000000,800000,0.45,48540
RUNNING,1000000,800000,0.17,16656
REVERSE,1000000,800000,0.18,16652
POINTSELF,1000000,800000,0.43,48552
RUNNING,1000000,800000,0.17,16652
REVERSE,1000000,800000,0.18,16652
POINTSELF,1000000,800000,0.43,48548
RUNNING,1000000,900000,0.16,16664
REVERSE,1000000,900000,0.17,16656
POINTSELF,1000000,900000,0.42,48548
RUNNING,1000000,900000,0.18,16652
REVERSE,1000000,900000,0.18,16660
POINTSELF,1000000,900000,0.45,48552
RUNNING,1000000,900000,0.19,16660
REVERSE,1000000,900000,0.18,16668
POINTSELF,1000000,900000,0.43,48548
RUNNING,1000000,900000,0.17,16660
REVERSE,1000000,900000,0.17,16664
POINTSELF,1000000,900000,0.42,48548
RUNNING,1000000,900000,0.18,16656
REVERSE,1000000,900000,0.18,16660
POINTSELF,1000000,900000,0.41,48540
RUNNING,1000000,1000000,0.17,16672
REVERSE,1000000,1000000,0.17,16656
POINTSELF,1000000,1000000,0.43,48548
RUNNING,1000000,1000000,0.16,16656
REVERSE,1000000,1000000,0.18,16660
POINTSELF,1000000,1000000,0.43,48552
RUNNING,1000000,1000000,0.17,16660
REVERSE,1000000,1000000,0.17,16644
POINTSELF,1000000,1000000,0.42,48556
RUNNING,1000000,1000000,0.17,16660
REVERSE,1000000,1000000,0.17,16656
POINTSELF,1000000,1000000,0.42,48552
RUNNING,1000000,1000000,0.17,16652
REVERSE,1000000,1000000,0.17,16660
POINTSELF,1000000,1000000,0.51,48548
RUNNING,2000000,0,0.43,32520
REVERSE,2000000,0,0.35,32524
POINTSELF,2000000,0,0.84,96304
RUNNING,2000000,0,0.33,32516
REVERSE,2000000,0,0.34,32528
POINTSELF,2000000,0,0.84,96300
RUNNING,2000000,0,0.33,32520
REVERSE,2000000,0,0.34,32532
POINTSELF,2000000,0,0.85,96296
RUNNING,2000000,0,0.34,32536
REVERSE,2000000,0,0.34,32528
POINTSELF,2000000,0,0.91,96300
RUNNING,2000000,0,0.34,32524
REVERSE,2000000,0,0.33,32516
POINTSELF,2000000,0,0.84,96296
RUNNING,2000000,200000,0.34,32524
REVERSE,2000000,200000,0.36,32528
POINTSELF,2000000,200000,0.83,96288
RUNNING,2000000,200000,0.33,32512
REVERSE,2000000,200000,0.36,32532
POINTSELF,2000000,200000,0.88,96300
RUNNING,2000000,200000,0.34,32528
REVERSE,2000000,200000,0.36,32524
POINTSELF,2000000,200000,1.04,96300
RUNNING,2000000,200000,0.38,32516
REVERSE,2000000,200000,0.40,32524
POINTSELF,2000000,200000,1.21,96304
RUNNING,2000000,200000,0.36,32540
REVERSE,2000000,200000,0.37,32528
POINTSELF,2000000,200000,0.86,96300
RUNNING,2000000,400000,0.35,32520
REVERSE,2000000,400000,0.38,32532
POINTSELF,2000000,400000,0.90,96296
RUNNING,2000000,400000,0.35,32524
REVERSE,2000000,400000,0.38,32532
POINTSELF,2000000,400000,0.86,96304
RUNNING,2000000,400000,0.34,32532
REVERSE,2000000,400000,0.36,32528
POINTSELF,2000000,400000,0.89,96292
RUNNING,2000000,400000,0.35,32540
REVERSE,2000000,400000,0.37,32528
POINTSELF,2000000,400000,0.85,96296
RUNNING,2000000,400000,0.38,32528
REVERSE,2000000,400000,0.39,32524
POINTSELF,2000000,400000,1.27,96292
RUNNING,2000000,600000,0.50,32528
REVERSE,2000000,600000,0.44,32536
POINTSELF,2000000,600000,1.17,96308
RUNNING,2000000,600000,0.40,32532
REVERSE,2000000,600000,0.42,32532
POINTSELF,2000000,600000,1.06,96300
RUNNING,2000000,600000,0.34,32520
REVERSE,2000000,600000,0.38,32528
POINTSELF,2000000,600000,0.94,96304
RUNNING,2000000,600000,0.37,32524
REVERSE,2000000,600000,0.36,32532
POINTSELF,2000000,600000,0.88,96312
RUNNING,2000000,600000,0.34,32524
REVERSE,2000000,600000,0.36,32524
POINTSELF,2000000,600000,0.84,96300
RUNNING,2000000,800000,0.34,32536
REVERSE,2000000,800000,0.34,32520
POINTSELF,2000000,800000,0.84,96288
RUNNING,2000000,800000,0.33,32536
REVERSE,2000000,800000,0.41,32528
POINTSELF,2000000,800000,1.11,96304
RUNNING,2000000,800000,0.37,32528
REVERSE,2000000,800000,0.47,32528
POINTSELF,2000000,800000,1.22,96304
RUNNING,2000000,800000,0.86,32528
REVERSE,2000000,800000,0.36,32532
POINTSELF,2000000,800000,1.10,96296
RUNNING,2000000,800000,0.36,32532
REVERSE,2000000,800000,0.35,32528
POINTSELF,2000000,800000,1.74,96296
RUNNING,2000000,1000000,0.53,32516
REVERSE,2000000,1000000,0.84,32528
POINTSELF,2000000,1000000,1.95,96304
RUNNING,2000000,1000000,0.89,32532
REVERSE,2000000,1000000,0.76,32524
POINTSELF,2000000,1000000,0.94,96300
RUNNING,2000000,1000000,0.40,32528
REVERSE,2000000,1000000,0.37,32532
POINTSELF,2000000,1000000,0.97,96308
RUNNING,2000000,1000000,0.37,32540
REVERSE,2000000,1000000,0.36,32524
POINTSELF,2000000,1000000,0.96,96300
RUNNING,2000000,1000000,0.49,32524
REVERSE,2000000,1000000,0.42,32532
POINTSELF,2000000,1000000,0.96,96300
RUNNING,2000000,1200000,0.39,32524
REVERSE,2000000,1200000,0.39,32536
POINTSELF,2000000,1200000,0.92,96300
RUNNING,2000000,1200000,0.40,32532
REVERSE,2000000,1200000,0.38,32540
POINTSELF,2000000,1200000,0.87,96308
RUNNING,2000000,1200000,0.34,32524
REVERSE,2000000,1200000,0.38,32524
POINTSELF,2000000,1200000,0.91,96300
RUNNING,2000000,1200000,0.34,32524
REVERSE,2000000,1200000,0.35,32520
POINTSELF,2000000,1200000,0.95,96300
RUNNING,2000000,1200000,0.38,32536
REVERSE,2000000,1200000,0.38,32520
POINTSELF,2000000,1200000,0.91,96296
RUNNING,2000000,1400000,0.35,32528
REVERSE,2000000,1400000,0.34,32528
POINTSELF,2000000,1400000,0.84,96292
RUNNING,2000000,1400000,0.34,32524
REVERSE,2000000,1400000,0.35,32532
POINTSELF,2000000,1400000,0.85,96296
RUNNING,2000000,1400000,0.34,32520
REVERSE,2000000,1400000,0.35,32532
POINTSELF,2000000,1400000,0.92,96296
RUNNING,2000000,1400000,0.34,32536
REVERSE,2000000,1400000,0.43,32536
POINTSELF,2000000,1400000,0.88,96288
RUNNING,2000000,1400000,0.35,32524
REVERSE,2000000,1400000,0.35,32524
POINTSELF,2000000,1400000,1.04,96292
RUNNING,2000000,1600000,0.33,32524
REVERSE,2000000,1600000,0.41,32532
POINTSELF,2000000,1600000,0.92,96304
RUNNING,2000000,1600000,0.33,32528
REVERSE,2000000,1600000,0.34,32528
POINTSELF,2000000,1600000,0.85,96308
RUNNING,2000000,1600000,0.34,32528
REVERSE,2000000,1600000,0.38,32532
POINTSELF,2000000,1600000,0.96,96296
RUNNING,2000000,1600000,0.39,32524
REVERSE,2000000,1600000,0.48,32524
POINTSELF,2000000,1600000,0.92,96292
RUNNING,2000000,1600000,0.35,32528
REVERSE,2000000,1600000,0.35,32524
POINTSELF,2000000,1600000,0.87,96300
RUNNING,2000000,1800000,0.34,32528
REVERSE,2000000,1800000,0.35,32524
POINTSELF,2000000,1800000,0.95,96304
RUNNING,2000000,1800000,0.35,32524
REVERSE,2000000,1800000,0.37,32528
POINTSELF,2000000,1800000,0.91,96300
RUNNING,2000000,1800000,0.48,32528
REVERSE,2000000,1800000,0.37,32544
POINTSELF,2000000,1800000,1.22,96296
RUNNING,2000000,1800000,0.50,32520
REVERSE,2000000,1800000,0.36,32528
POINTSELF,2000000,1800000,0.88,96308
RUNNING,2000000,1800000,0.33,32532
REVERSE,2000000,1800000,0.34,32524
POINTSELF,2000000,1800000,0.86,96292
RUNNING,2000000,2000000,0.35,32536
REVERSE,2000000,2000000,0.37,32520
POINTSELF,2000000,2000000,0.96,96292
RUNNING,2000000,2000000,0.35,32540
REVERSE,2000000,2000000,0.34,32520
POINTSELF,2000000,2000000,0.87,96288
RUNNING,2000000,2000000,0.39,32524
REVERSE,2000000,2000000,0.37,32524
POINTSELF,2000000,2000000,1.00,96292
RUNNING,2000000,2000000,0.36,32520
REVERSE,2000000,2000000,0.36,32532
POINTSELF,2000000,2000000,1.47,96304
RUNNING,2000000,2000000,0.38,32524
REVERSE,2000000,2000000,0.40,32524
POINTSELF,2000000,2000000,1.05,96296
RUNNING,4000000,0,0.86,64268
REVERSE,4000000,0,0.96,64284
POINTSELF,4000000,0,1.93,191792
RUNNING,4000000,0,0.66,64272
REVERSE,4000000,0,0.75,64272
POINTSELF,4000000,0,1.94,191796
RUNNING,4000000,0,0.80,64280
REVERSE,4000000,0,0.83,64276
POINTSELF,4000000,0,1.88,191796
RUNNING,4000000,0,0.90,64272
REVERSE,4000000,0,0.87,64264
POINTSELF,4000000,0,1.95,191792
RUNNING,4000000,0,0.81,64280
REVERSE,4000000,0,0.80,64276
POINTSELF,4000000,0,2.26,191804
RUNNING,4000000,400000,1.33,64272
REVERSE,4000000,400000,1.14,64272
POINTSELF,4000000,400000,2.00,191792
RUNNING,4000000,400000,0.73,64272
REVERSE,4000000,400000,0.75,64272
POINTSELF,4000000,400000,1.75,191792
RUNNING,4000000,400000,0.69,64276
REVERSE,4000000,400000,0.73,64272
POINTSELF,4000000,400000,1.97,191800
RUNNING,4000000,400000,0.82,64272
REVERSE,4000000,400000,0.87,64272
POINTSELF,4000000,400000,1.88,191796
RUNNING,4000000,400000,0.72,64268
REVERSE,4000000,400000,0.99,64268
POINTSELF,4000000,400000,2.25,191796
RUNNING,4000000,800000,0.80,64272
REVERSE,4000000,800000,1.05,64280
POINTSELF,4000000,800000,2.18,191792
RUNNING,4000000,800000,1.08,64284
REVERSE,4000000,800000,0.79,64268
POINTSELF,4000000,800000,3.49,189652
RUNNING,4000000,800000,0.87,64272
REVERSE,4000000,800000,1.18,64272
POINTSELF,4000000,800000,2.88,191788
RUNNING,4000000,800000,0.78,64280
REVERSE,4000000,800000,0.81,64288
POINTSELF,4000000,800000,1.91,191792
RUNNING,4000000,800000,0.72,64272
REVERSE,4000000,800000,0.80,64268
POINTSELF,4000000,800000,2.15,191796
RUNNING,4000000,1200000,0.76,64268
REVERSE,4000000,1200000,0.92,64276
POINTSELF,4000000,1200000,1.84,191784
RUNNING,4000000,1200000,0.78,64268
REVERSE,4000000,1200000,0.87,64272
POINTSELF,4000000,1200000,1.89,191796
RUNNING,4000000,1200000,0.67,64276
REVERSE,4000000,1200000,0.75,64276
POINTSELF,4000000,1200000,1.74,191800
RUNNING,4000000,1200000,0.68,64268
REVERSE,4000000,1200000,0.77,64280
POINTSELF,4000000,1200000,1.74,191788
RUNNING,4000000,1200000,0.68,64272
REVERSE,4000000,1200000,0.72,64276
POINTSELF,4000000,1200000,1.75,191800
RUNNING,4000000,1600000,0.71,64284
REVERSE,4000000,1600000,0.81,64276
POINTSELF,4000000,1600000,1.74,191796
RUNNING,4000000,1600000,0.70,64276
REVERSE,4000000,1600000,0.74,64272
POINTSELF,4000000,1600000,1.82,191788
RUNNING,4000000,1600000,0.71,64264
REVERSE,4000000,1600000,0.73,64272
POINTSELF,4000000,1600000,1.67,191792
RUNNING,4000000,1600000,0.69,64272
REVERSE,4000000,1600000,0.70,64268
POINTSELF,4000000,1600000,1.67,191792
RUNNING,4000000,1600000,0.68,64272
REVERSE,4000000,1600000,0.71,64276
POINTSELF,4000000,1600000,1.66,191796
RUNNING,4000000,2000000,0.65,64264
REVERSE,4000000,2000000,0.72,64272
POINTSELF,4000000,2000000,1.68,191788
RUNNING,4000000,2000000,0.70,64272
REVERSE,4000000,2000000,0.76,64268
POINTSELF,4000000,2000000,1.65,191788
RUNNING,4000000,2000000,0.65,64272
REVERSE,4000000,2000000,0.69,64272
POINTSELF,4000000,2000000,1.70,191804
RUNNING,4000000,2000000,0.67,64284
REVERSE,4000000,2000000,0.70,64276
POINTSELF,4000000,2000000,1.75,191792
RUNNING,4000000,2000000,0.64,64272
REVERSE,4000000,2000000,0.69,64272
POINTSELF,4000000,2000000,1.69,191800
RUNNING,4000000,2400000,0.68,64268
REVERSE,4000000,2400000,0.70,64276
POINTSELF,4000000,2400000,1.70,191788
RUNNING,4000000,2400000,0.67,64272
REVERSE,4000000,2400000,0.74,64272
POINTSELF,4000000,2400000,1.85,191800
RUNNING,4000000,2400000,0.71,64272
REVERSE,4000000,2400000,0.92,64280
POINTSELF,4000000,2400000,2.70,191792
RUNNING,4000000,2400000,0.76,64272
REVERSE,4000000,2400000,0.94,64276
POINTSELF,4000000,2400000,1.75,191784
RUNNING,4000000,2400000,0.79,64268
REVERSE,4000000,2400000,0.89,64276
POINTSELF,4000000,2400000,1.92,191792
RUNNING,4000000,2800000,0.74,64276
REVERSE,4000000,2800000,0.72,64276
POINTSELF,4000000,2800000,2.48,191796
RUNNING,4000000,2800000,1.27,64280
REVERSE,4000000,2800000,1.34,64272
POINTSELF,4000000,2800000,2.60,191780
RUNNING,4000000,2800000,1.23,64272
REVERSE,4000000,2800000,1.06,64272
POINTSELF,4000000,2800000,1.78,191788
RUNNING,4000000,2800000,0.68,64264
REVERSE,4000000,2800000,0.86,64272
POINTSELF,4000000,2800000,2.41,191804
RUNNING,4000000,2800000,0.75,64284
REVERSE,4000000,2800000,0.77,64268
POINTSELF,4000000,2800000,1.79,191808
RUNNING,4000000,3200000,0.68,64276
REVERSE,4000000,3200000,0.71,64272
POINTSELF,4000000,3200000,1.90,191800
RUNNING,4000000,3200000,0.71,64260
REVERSE,4000000,3200000,0.79,64272
POINTSELF,4000000,3200000,1.84,191800
RUNNING,4000000,3200000,0.84,64268
REVERSE,4000000,3200000,0.85,64284
POINTSELF,4000000,3200000,2.14,191788
RUNNING,4000000,3200000,0.83,64268
REVERSE,4000000,3200000,0.93,64256
POINTSELF,4000000,3200000,2.03,191800
RUNNING,4000000,3200000,1.38,64272
REVERSE,4000000,3200000,0.75,64276
POINTSELF,4000000,3200000,1.83,191792
RUNNING,4000000,3600000,0.73,64280
REVERSE,4000000,3600000,0.70,64272
POINTSELF,4000000,3600000,1.77,191796
RUNNING,4000000,3600000,0.75,64276
REVERSE,4000000,3600000,0.74,64276
POINTSELF,4000000,3600000,1.71,191792
RUNNING,4000000,3600000,0.67,64272
REVERSE,4000000,3600000,0.66,64264
POINTSELF,4000000,3600000,1.73,191800
RUNNING,4000000,3600000,0.68,64268
REVERSE,4000000,3600000,0.69,64268
POINTSELF,4000000,3600000,1.76,191792
RUNNING,4000000,3600000,0.65,64272
REVERSE,4000000,3600000,0.70,64272
POINTSELF,4000000,3600000,1.73,191792
RUNNING,4000000,4000000,0.81,64272
REVERSE,4000000,4000000,0.68,64264
POINTSELF,4000000,4000000,1.72,191796
RUNNING,4000000,4000000,0.77,64280
REVERSE,4000000,4000000,0.79,64268
POINTSELF,4000000,4000000,2.49,191800
RUNNING,4000000,4000000,0.76,64276
REVERSE,4000000,4000000,0.99,64280
POINTSELF,4000000,4000000,2.17,191792
RUNNING,4000000,4000000,0.74,64276
REVERSE,4000000,4000000,1.26,64284
POINTSELF,4000000,4000000,2.06,191796
RUNNING,4000000,4000000,0.71,64276
REVERSE,4000000,4000000,0.71,64264
POINTSELF,4000000,4000000,1.87,191792
RUNNING,6000000,0,1.10,96016
REVERSE,6000000,0,1.11,96020
POINTSELF,6000000,0,2.80,303672
RUNNING,6000000,0,1.04,96024
REVERSE,6000000,0,1.04,96020
POINTSELF,6000000,0,2.59,303668
RUNNING,6000000,0,1.01,96008
REVERSE,6000000,0,1.09,96028
POINTSELF,6000000,0,2.61,303668
RUNNING,6000000,0,0.99,96020
REVERSE,6000000,0,1.03,96024
POINTSELF,6000000,0,2.62,303672
RUNNING,6000000,0,1.01,96028
REVERSE,6000000,0,1.07,96016
POINTSELF,6000000,0,2.66,303676
RUNNING,6000000,600000,1.00,96028
REVERSE,6000000,600000,1.12,96016
POINTSELF,6000000,600000,3.59,303676
RUNNING,6000000,600000,1.18,96016
REVERSE,6000000,600000,1.11,96020
POINTSELF,6000000,600000,2.71,303680
RUNNING,6000000,600000,0.99,96012
REVERSE,6000000,600000,1.19,96024
POINTSELF,6000000,600000,2.82,303672
RUNNING,6000000,600000,1.04,96012
REVERSE,6000000,600000,1.10,96020
POINTSELF,6000000,600000,2.68,303680
RUNNING,6000000,600000,1.04,96016
REVERSE,6000000,600000,1.10,96012
POINTSELF,6000000,600000,2.67,303676
RUNNING,6000000,1200000,1.01,96016
REVERSE,6000000,1200000,1.10,96024
POINTSELF,6000000,1200000,2.57,303668
RUNNING,6000000,1200000,1.02,96024
REVERSE,6000000,1200000,1.07,96020
POINTSELF,6000000,1200000,2.65,303676
RUNNING,6000000,1200000,1.20,96016
REVERSE,6000000,1200000,1.29,96024
POINTSELF,6000000,1200000,4.60,303684
RUNNING,6000000,1200000,1.22,96024
REVERSE,6000000,1200000,1.27,96024
POINTSELF,6000000,1200000,2.80,303676
RUNNING,6000000,1200000,1.11,96016
REVERSE,6000000,1200000,1.14,96020
POINTSELF,6000000,1200000,2.71,303676
RUNNING,6000000,1800000,1.06,96020
REVERSE,6000000,1800000,1.20,96024
POINTSELF,6000000,1800000,2.61,303672
RUNNING,6000000,1800000,1.16,96020
REVERSE,6000000,1800000,1.42,96016
POINTSELF,6000000,1800000,3.76,303668
RUNNING,6000000,1800000,1.11,96024
REVERSE,6000000,1800000,1.47,96020
POINTSELF,6000000,1800000,3.17,303692
RUNNING,6000000,1800000,1.13,96024
REVERSE,6000000,1800000,1.11,96016
POINTSELF,6000000,1800000,2.76,303668
RUNNING,6000000,1800000,1.40,96016
REVERSE,6000000,1800000,1.53,96032
POINTSELF,6000000,1800000,3.19,303684
RUNNING,6000000,2400000,1.05,96024
REVERSE,6000000,2400000,1.09,96016
POINTSELF,6000000,2400000,2.72,303672
RUNNING,6000000,2400000,1.04,96012
REVERSE,6000000,2400000,1.30,96032
POINTSELF,6000000,2400000,2.99,303680
RUNNING,6000000,2400000,1.06,96020
REVERSE,6000000,2400000,1.04,96016
POINTSELF,6000000,2400000,2.70,303672
RUNNING,6000000,2400000,1.23,96020
REVERSE,6000000,2400000,1.08,96024
POINTSELF,6000000,2400000,3.02,303664
RUNNING,6000000,2400000,1.56,96012
REVERSE,6000000,2400000,1.48,96012
POINTSELF,6000000,2400000,3.53,303672
RUNNING,6000000,3000000,1.80,96016
REVERSE,6000000,3000000,1.29,96024
POINTSELF,6000000,3000000,2.69,303676
RUNNING,6000000,3000000,0.97,96016
REVERSE,6000000,3000000,1.08,96012
POINTSELF,6000000,3000000,2.58,303660
RUNNING,6000000,3000000,1.00,96016
REVERSE,6000000,3000000,1.04,96016
POINTSELF,6000000,3000000,3.07,303668
